Entry,Protein,Gene,Urine,Plasma,Serum
M3WPK6,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA7,23.4,14.2,14
A0A337RY03,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB1,19,14.8,14.3
A0A2I2UI65,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB2,23.4,21.4,19.9
A0A5F5Y2L8,Ephrin type-B receptor 3 (EC 2.7.10.1),EPHB3,23.7,20.1,19.5
A0A2I2V293,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB4,24.6,23.4,22.9
A0A5F5XXF9,EPH receptor B6,EPHB6,25.8,21.7,21.4
M3WSY6,Epidermal growth factor receptor pathway substrate 8,EPS8,23,21.2,21.8
M3X4X2,EPS8 like 1,EPS8L1,19.1,15,17.3
A0A2I2UQW0,Aminopeptidase (EC 3.4.11.-),ERAP1,19.9,19.4,19.2
M3WVD3,Epiregulin,EREG,18.2,17.1,14
M3VV12,ER lipid raft associated 1,ERLIN1,23.9,24.1,24.1
A0A5F5XI42,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1),ERLIN1,16.5,22.1,22.1
M3WMZ2,Endoplasmic reticulum protein 44,ERP44,21.6,19.2,19.6
A0A2I2V4V9,Endothelial cell adhesion molecule,ESAM,25,21,20.3
M3XAF3,S-formylglutathione hydrolase (EC 3.1.2.12),ESD,20.2,16.3,16.8
A0A2I2UQQ2,Eva-1 homolog C,EVA1C,19.4,19.6,19.1
M3XFW7,Ribosomal RNA-processing protein 42,EXOSC7,22.1,27.4,27.4
A0A337S6A6,Exostosin like glycosyltransferase 2,EXTL2,18.8,21.8,21.8
A0A337S6P4,Exostosin like glycosyltransferase 2,EXTL2,20,22,21.8
A0A2I2U6X9,Ezrin (Cytovillin) (Villin-2) (p81),EZR,26.2,26.8,26.3
M3WKC7,Coagulation factor X (EC 3.4.21.6) (Stuart factor),F10,22.2,26.2,26
Q2WGK2,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321),F11R JAM1,28.1,21,21.1
A0A1W7HNZ6,Coagulation factor XII (EC 3.4.21.38) (Hageman factor),F12,23.4,26,25.7
A0A2I2U5J7,Coagulation factor XIII A chain,F13A1,23.7,24.8,24
A0A5F5XF87,Coagulation factor XIII B chain,F13B,23,24.7,24.2
M3WSI8,Prothrombin (EC 3.4.21.5) (Coagulation factor II),F2,29.8,29.1,29.2
M3W050,Proteinase-activated receptor 1 (Thrombin receptor),F2R,21.5,17.6,18.3
A0A337SQW4,Coagulation factor V,F5,24.5,24.7,26.7
M3W922,Coagulation factor V,F5,19.5,19.6,20.6
M3WKC6,Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator),F7,20.2,22.3,22.3
A0A5F5XH53,Coagulation factor VIII,F8,22.3,21,20.8
Q6SA95,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,23.3,25.2,24.9
M3WR74,"Fatty acid-binding protein, liver (L-FABP) (Liver-type fatty acid-binding protein)",FABP1,19.6,18.2,18.2
A0A5F5XG15,Fatty acid binding protein 2,FABP2,23.9,17.8,18.6
M3WQY4,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein)",FABP2,18.8,16.8,16
M3X9Z0,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein)",FABP3,24.2,21.4,20.6
A0A5F5XIT1,Fatty acid binding protein 5,FABP5,17.7,14.5,14.1
A0A5F5XFP7,Fumarylacetoacetase (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),FAH,21.6,19.8,20.9
M3W1C3,Protein FAM151A,FAM151A,25.6,23.2,21.7
A0A337RY82,Family with sequence similarity 174 member B,FAM174B,18.1,15.2,14.5
A0A337RZ83,FAM20C golgi associated secretory pathway kinase,FAM20C,21,20.7,21
A0A5F5XGS1,Family with sequence similarity 234 member A,FAM234A,20.3,17.2,17.8
A0A5F5Y0R2,Family with sequence similarity 234 member A,FAM234A,18.6,12.4,13.3
A0A337S9Y1,FAM3 metabolism regulating signaling molecule B,FAM3B,21.9,16.5,17
A0A2I2UZV7,Protein FAM3C,FAM3C,22.6,21.4,20.2
A0A2I2U2C0,Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor),FAS,19.4,18.3,18.2
M3WFK0,Fatty acid synthase (EC 1.1.1.100) (EC 1.3.1.39) (EC 2.3.1.38) (EC 2.3.1.39) (EC 2.3.1.41) (EC 2.3.1.85) (EC 3.1.2.14) (EC 4.2.1.59),FASN,25.2,23.6,23.4
A0A2I2UCL3,FAT atypical cadherin 4,FAT4,22.7,21.7,21.9
A0A337SRF9,Fibulin-1,FBLN1,27.2,24.1,23.9
M3WZ15,Fibulin-1,FBLN1,23.2,24,23.1
A0A2I2UFJ4,Fibulin 2,FBLN2,24.6,20.4,20.4
A0A337S164,Fibulin-5,FBLN5,27.4,23.3,22.9
A0A337SXC1,Fibulin 7,FBLN7,23.8,16.1,15.1
A0A337S7Y7,Fibulin 7,FBLN7,27,20.9,21.4
M3WMG2,Fibrillin 1,FBN1,27.4,23.3,23.4
M3WB78,"Fructose-1,6-bisphosphatase 1 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1,24.5,22.1,22.3
M3VXP7,"Fructose-1,6-bisphosphatase isozyme 2 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase)",FBP2,18.8,17.4,17.7
A0A5F5Y0F7,Fc epsilon receptor II,FCER2,24.5,25.7,25.1
A0A2I2UDZ7,VWFD domain-containing protein,FCGBP,22.3,21.9,18.8
A0A5F5Y6R9,Fc gamma receptor Ia,FCGR1A,16.1,14.1,13.1
Q9N2I5,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (Fc-gamma RIII-alpha) (FcgammaRIIIA) (CD antigen CD16a),FCGR3A CD16,23.7,21,22.1
A0A337S1R1,Fc mu receptor,FCMR,17.4,19.3,19.2
M3X177,Fem-1 homolog A,FEM1A,13.3,17.3,17.3
A0A5F5XXG1,Fer-1 like family member 6,FER1L6,17.1,14.1,15.4
A0A337RZH0,Fetuin B,FETUB,24.1,26.6,26.6
P14450,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A],FGA,16.3,25.5,17.3
M3W022,Fibrinogen alpha chain,FGA,27.3,32,25.1
P14469,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B],FGB,22.8,25.7,19.5
M3WII3,Fibrinogen beta chain,FGB,24.5,31.9,24.4
A0A5F5XVE3,"FYVE, RhoGEF and PH domain containing 3",FGD3,23.7,23.8,23.9
A0A2I2UK29,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR1,25.2,21.8,22.1
A0A337S7G1,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR3,20.9,17.2,17.2
A0A5F5XGZ0,Fibrinogen gamma chain,FGG,24.1,31.2,23
A0A5F5XLT1,Fibrinogen gamma chain,FGG,11.6,20.3,10.4
A0A516V1E7,MHC class I antigen,FLA-E,15.2,12.1,11.1
A0A516V1E1,MHC class I antigen,FLA-E,16.2,15.5,16.9
A0A516V164,MHC class I antigen,FLAI-E,22.7,20.1,19.7
S4Z3G3,MHC class I antigen,FLAI-E,13,15,15.4
A0A516V168,MHC class I antigen,FLAI-H,21.8,21.1,20.8
A0A516V172,MHC class I antigen,FLAI-H,15.5,13.6,12.9
A0A516V166,MHC class I antigen,FLAI-H,21.6,19.2,19
A0A516V181,MHC class I antigen,FLAI-H,15.2,14.1,13
A0A516V177,MHC class I antigen,FLAI-H,15.2,14.1,13
A0A516V1A6,MHC class I antigen,FLAI-K,17.9,18,17.4
A0A337SDQ4,"Saoe class I histocompatibility antigen, A alpha chain-like",FLAI-K,19.7,14,14.1
A0A2I2V3V8,Filamin A,FLNA,26,22.8,22.5
A0A2I2US09,Filamin B,FLNB,25.5,21.2,21.3
A0A2I2UDN6,Filamin C,FLNC,24.7,20.3,19.8
M3X0B9,Fibronectin leucine rich transmembrane protein 2,FLRT2,18.9,16.2,16.4
A0A2I2UES4,Vascular endothelial growth factor receptor 3 (EC 2.7.10.1),FLT4,18.2,20.2,20.1
A0A2I2U011,Fibronectin,FN1,29.5,27.9,27.5
A0A2I2UAM2,Fibronectin,FN1,18.5,20.9,20.5
A0A5F5XFC0,Fibronectin type III domain containing 1,FNDC1,16.4,14.3,17.1
A0A337SB41,Folate hydrolase 1,FOLH1,19.1,17.1,16.5
M3WR11,Folate receptor alpha,FOLR1,26.4,20.1,20.2
M3XEV8,Ferric chelate reductase 1,FRRS1,21.7,20.4,20.6
A0A2I2V2F6,Secreted frizzled-related protein 3 (Frizzled-related protein 1) (FrzB-1),FRZB,22.3,19,18.9
M3WL17,Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (Follitropin beta chain),FSHB,23.8,26.9,26.8
A0A337S130,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1,25.6,21,20.9
A0A2I2U6V1,Follistatin like 3,FSTL3,20.3,17.9,18.2
Q2MHN1,Ferritin light chain (Ferritin L subunit),FTL,21.8,21.2,20.6
A0A060PNW6,Thrombomodulin,fTM,23.3,17.7,18.3
A0A337S4I1,Alpha-L-fucosidase 1,FUCA1,23.9,19.7,20.2
M3W912,Alpha-L-fucosidase (EC 3.2.1.51),FUCA2,20,12.9,13.1
A0A5F5XT00,alpha-L-fucosidase (EC 3.2.1.51),FUCA2,21.4,21.9,22.5
A0A5F5XZJ7,furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme),FURIN,24.1,23.5,24
M3X4M3,Frizzled-1,FZD1,20.7,21.8,19.7
M3X1P3,Frizzled-2,FZD2,14.8,15.8,15.1
A0A2I2UH80,Frizzled-4,FZD4,22.7,17.3,19
M3W3B8,Frizzled-6,FZD6,22.8,16.1,16
A0A2I2U7V2,Frizzled class receptor 7,FZD7,23.6,18.5,19.3
A0A5F5XKV2,Frizzled class receptor 8,FZD8,21.4,15.7,15.7
A0A5F5XIY0,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase),GAA,27.2,22.9,23.3
A0A5F5XGF8,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,18.7,24.3,24.5
A0A2I2U122,Galactose-3-O-sulfotransferase 1,GAL3ST1,24.3,24.5,25.2
M3X9U2,Galactose-3-O-sulfotransferase 4,GAL3ST4,20.3,13.2,12.7
A0A2I2UQ95,Galactocerebrosidase (EC 3.2.1.46) (Galactosylceramidase),GALC,20.2,16.2,16.9
A0A5F5Y4N4,Galactosamine (N-acetyl)-6-sulfatase,GALNS,21.8,18.4,17.7
A0A5F5XTD3,Galactosamine (N-acetyl)-6-sulfatase,GALNS,24.5,22.3,22.3
A0A5F5Y2N0,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),GALNT18,22.2,23.2,22.7
A0A2I2UA27,Glucosidase II alpha subunit,GANAB,21.2,20.6,20.7
Q9N2D5,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),GAPDH GAPD,24.4,19.8,20.9
A0A5F5XUR6,Growth arrest specific 1,GAS1,25.3,17,16.8
A0A5F5XGA1,Growth arrest specific 6,GAS6,26.5,22.2,21.6
A0A5F5XDS7,Golgi associated kinase 1A,GASK1A,17,18,18.4
M3VVL7,Glucosylceramidase (EC 3.2.1.45),GBA1,19.6,20.3,20
A0A337SNL3,Glucosylceramidase (EC 3.2.1.45),GBA1,21.7,19.8,21.4
A0A2I2UCJ0,Glucosylceramidase beta 3,GBA3,21.6,18.6,18.3
M3W2Z1,Vitamin D-binding protein (Gc-globulin) (Group-specific component),GC,27.5,32.1,32
A0A2I2U4I8,Growth differentiation factor 10,GDF10,18,19.5,19.5
A0A337S915,Rab GDP dissociation inhibitor,GDI2,23.5,21.8,22.3
M3WHB4,Rab GDP dissociation inhibitor,GDI2,20.3,19.5,19.4
A0A337SH50,Glycerophosphodiester phosphodiesterase domain containing 2,GDPD2,20.8,18.3,19.1
A0A5F5XDL4,Glycerophosphodiester phosphodiesterase domain containing 3,GDPD3,19.4,17.8,17
A0A2I2UI95,Glial fibrillary acidic protein,GFAP,21.1,19.3,19.6
A0A337SD81,GDNF family receptor alpha 1,GFRA1,20.9,17.5,17.6
A0A2I2UFV4,GDNF family receptor alpha-2 (GDNF receptor alpha-2),GFRA2,23.1,22.1,22.2
M3WQ38,Gamma-glutamylaminecyclotransferase (EC 4.3.2.8),GGACT,24.5,19.6,19.7
A0A5F5XWZ9,folate gamma-glutamyl hydrolase (EC 3.4.19.9),GGH,23.7,20.2,20.4
M3VWS9,Glutathione hydrolase (EC 2.3.2.2) (EC 3.4.19.13) (Gamma-glutamyltransferase) (Gamma-glutamyltranspeptidase),GGT1,25.9,23.6,25.5
A0A2I2UZ31,Gamma-glutamyltransferase 6,GGT6,17.8,16.7,17.2
M3WEU6,Glycosylated integral membrane protein 1,GINM1,21.8,20.4,21
A0A2I2UF05,GIPC PDZ domain containing family member 2,GIPC2,15.6,13.3,12.7
M3W803,Gastrokine 1,GKN1,14.8,16.9,17.3
A0A2I2U1V5,Alpha-galactosidase (EC 3.2.1.-),GLA,26.2,21.9,22.6
O19015,Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase),GLB1 BGAL,25.3,22.6,21.2
A0A2I2URA0,Golgi apparatus protein 1,GLG1,24.7,22.4,22.7
A0A2I2U855,GLI pathogenesis related 2,GLIPR2,16.8,19.3,19.7
A0A5F5XL86,Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I),GLO1,19.6,19.2,18.7
M3X3M9,Glutaredoxin-1,GLRX,19.4,19.5,18.6
M3WHT1,Ganglioside GM2 activator,GM2A,29.2,21.3,21.5
A0A337S5X4,Guanine nucleotide-binding protein subunit alpha-11,GNA11,20.6,15.8,16.1
A0A2I2UZP1,G protein subunit alpha 13,GNA13,22.5,17.3,17.3
A0A2I2U673,Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3),GNAI3,23.6,22.2,23
A0A2I2U651,Guanine nucleotide-binding protein G(o) subunit alpha,GNAO1,19.2,15.9,15.4
A0A2I2U1S9,G protein subunit alpha transducin 3,GNAT3,22.5,17.3,17.3
M3WU86,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1),GNB1,22.8,20.2,19.6
M3X5T9,G protein subunit beta 2,GNB2,20.7,19,19
A0A2I2U2P0,G protein subunit beta 4,GNB4,22.3,18.4,19.4
A0A2I2UXE2,Guanine nucleotide-binding protein subunit gamma,GNG12,20.4,20.2,22
A0A5F5XZA0,N-acetylglucosamine-1-phosphate transferase subunit gamma,GNPTG,20.9,20.4,19.9
M3VUR6,N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase),GNS,27.5,20.8,21.2
A0A5F5XP94,Golgi membrane protein 1,GOLM1,25.6,29.2,29.5
M3WCA0,Golgi membrane protein 1,GOLM1,22.1,18.7,19
A0A5F5XGH7,Aspartate aminotransferase (EC 2.6.1.1),GOT1,23.3,24.9,25.5
A0A5F5XIK0,Glycoprotein Ib platelet subunit alpha,GP1BA,26.2,22.9,23.2
A0A5F5XJV1,Glycoprotein 2,GP2,19.4,17.9,18.2
A0A2I2U027,Glycoprotein V platelet,GP5,22.2,21.6,21.2
M3WSF8,Immunoglobulin subtype domain-containing protein,GP6,21.6,18.9,17.3
A0A2I2U6L5,Glypican-1,GPC1,24.4,20.2,22
A0A337S4V2,Glypican-3,GPC3,18.4,17.3,17.5
A0A5F5XH67,Glypican 4,GPC4,23.1,19.8,19.6
M3WBH7,Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8),GPD1,23,20.7,20.4
A0A337S9I7,Glucose-6-phosphate isomerase (EC 5.3.1.9),GPI,21.3,18.8,18.6
A0A337ST09,Glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,GPIHBP1,19.4,19.6,19.5
A0A5F5XQW6,Phosphatidylinositol-glycan-specific phospholipase D (EC 3.1.4.50) (Glycosyl-phosphatidylinositol-specific phospholipase D),GPLD1,24.2,26.6,27.1
A0A5F5XTB2,Phosphatidylinositol-glycan-specific phospholipase D (EC 3.1.4.50) (Glycosyl-phosphatidylinositol-specific phospholipase D),GPLD1,21.9,25,25.2
A0A337S764,Neuronal membrane glycoprotein M6-a,GPM6A,20.9,21.2,20.9
A0A2I2UBJ4,Glycoprotein M6B,GPM6B,16.6,16.1,15.5
A0A5F5XQN9,G protein-coupled receptor 108,GPR108,21.9,26.1,26.1
M3WUB8,G protein-coupled receptor 180,GPR180,21.1,19.5,19.6
A0A2I2UTY3,G protein-coupled receptor 37,GPR37,18.8,15.8,14.7
A0A2I2UB41,G protein-coupled receptor class C group 5 member B,GPRC5B,20.1,17.4,17.6
A0A2I2UI30,G protein-coupled receptor class C group 5 member C,GPRC5C,26,19.7,20
A0A2I2UII4,Glutathione peroxidase,GPX1,19.2,18,19.2
A0A2I2V5E5,Glutathione peroxidase,GPX3,21.9,28.3,28.2
A0A5F5XWC4,Glutamate receptor,GRIA4,22.9,23.1,23.1
A0A5F5XTI2,Granulin,GRN,22.1,18.4,18.2
A0A2I2V346,Granulin,GRN,23.8,19.3,19.9
A0A2I2UTS2,Gelsolin (ADF) (Actin-depolymerizing factor),GSN,26.8,28.1,28.5
A0A337SJ23,Glutathione synthetase (GSH-S) (EC 6.3.2.3),GSS,19.4,16.7,17.7
A0A337SLL9,Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase),GSTO1,20.3,17.4,18.1
A0A2I2U8R6,glutathione transferase (EC 2.5.1.18) (GST class-pi),GSTP1,22.5,17.7,18.7
A0A2I2UUQ5,maleylacetoacetate isomerase (EC 5.2.1.2),GSTZ1,24,24.4,24.5
M3W5G2,Guanylin (Guanylate cyclase activator 2A),GUCA2A,21.6,19.5,19.8
A0A5F5XR95,Guanylate cyclase activator 2B,GUCA2B,16.8,12.4,11.7
M3W5G1,Guanylate cyclase activator 2B,GUCA2B,19,15.3,16.1
O97524,Beta-glucuronidase (EC 3.2.1.31),GUSB,26.5,20.9,20.9
A0A5F5XKM9,"H1.4 linker histone, cluster member",H1-4,22.8,18.8,18.6
A0A337S2X4,Histone H2A,H2AC14,16.9,16.5,16.3
A0A2I2U2D3,Histone H2A,H2AZ1,23.2,18.5,19.8
A0A2I2USF3,Histone H2B,H2BC17,20.9,18.5,17.7
A0A2I2UIG2,Histone H3,H3C5,23.4,25.2,23.4
M3WSM7,Histone H4,H4C4 H4C1 H4C11 H4C12 H4C13 H4C14 H4C19 H4C2 H4C3 H4C6 H4C8 H4C9 LOC123385657,22.7,18.3,18.1
A0A2I2UIZ2,Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,H6PD,23.4,24.5,25
M3VUF1,"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)",HAAO,29.5,24,23.4
A0A5F5Y062,Hyaluronan binding protein 2,HABP2,21.4,25.3,25.3
M3WFU5,Hyaluronan binding protein 2,HABP2,16.7,22.5,22.3
A0A2I2U3V1,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),HADH,21.1,20.8,20.9
A0A2I2UQN2,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II)",HAGH,18.1,17.3,17.9
A0A2I2UFL9,Hepcidin antimicrobial peptide,HAMP,24.6,11,11.2
A0A024A8A5,Hepatitis A virus cellular receptor 1 variant A,HAVCR1,22.3,22.8,22.4
P07405,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA,24.8,29,30.2
P07412,Hemoglobin subunit beta-A/B (Beta-A/B-globin) (Hemoglobin beta-A/B chain),HBB,26.1,30.4,31.7
A0A2I2U9B2,Tyrosine-protein kinase (EC 2.7.10.2),HCK,19.5,16.7,16.5
M3W3P5,Hyperpolarization activated cyclic nucleotide gated potassium channel 4,HCN4,25.8,16.4,15.9
A0A337S0K9,E3 ubiquitin-protein ligase (EC 2.3.2.26),HECTD1,15.9,21.8,13.5
M3WLX7,Heart development protein with EGF like domains 1,HEG1,25.6,20.6,20.9
G4XSV9,Beta-hexosaminidase (EC 3.2.1.52),HEXA,26.1,20.6,20.5
P49614,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (N-acetyl-beta-glucosaminidase subunit beta),HEXB,25.4,24.1,24.3
M3WHB2,HGF activator,HGFAC,24,26.7,26.6
A0A337SUG1,Hemojuvelin BMP co-receptor,HJV,21.6,19.1,19.4
M3X1M2,Hemicentin 1,HMCN1,25.8,19.8,19.8
M3X7U8,Hemicentin 2,HMCN2,25.5,21.4,21.6
A0A2I2UVJ9,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,16.7,12.8,10.8
A0A2I2UI32,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,17.5,16.5,16.4
A0A5F5XGD0,Haptoglobin,HP,30.6,32.2,32.4
A0A5F5XBX6,4-hydroxyphenylpyruvate dioxygenase,HPD,22.2,22.9,22.7
A0A5F5Y3T3,4-hydroxyphenylpyruvate dioxygenase,HPD,19.7,16.9,17
A0A2I2UDC4,Hepsin,HPN,22.7,18.8,18.8
M3WJM9,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein),HRG,24.4,26.3,26.4
A0A337S6T1,Heat shock protein HSP 90-alpha,HSP90AA1,19.7,19.7,20.1
A0A2I2U7X4,Heat shock protein HSP 90-beta,HSP90AB1,23.3,21.5,20.9
A0A5F5XWD4,Endoplasmin (94 kDa glucose-regulated protein) (Heat shock protein 90 kDa beta member 1),HSP90B1,19.1,16.4,16.5
M3X6Z7,Heat shock 70 kDa protein 13 (Stress-70 protein chaperone microsome-associated 60 kDa protein),HSPA13,23,20.6,21.3
M3WFT4,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),HSPA5,24,22.2,22.3
A0A2I2UZM2,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),HSPA8,25.2,22.6,22.5
A0A5F5XK17,Heat shock protein family B (small) member 1,HSPB1,21.3,17.1,16.7
M3WXZ4,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (Heat shock protein 60)",HSPD1,19.8,17.4,18.6
A0A337SEI8,"10 kDa heat shock protein, mitochondrial (10 kDa chaperonin) (Chaperonin 10)",HSPE1,20.2,17.8,17
A0A5F5Y6R8,Heparan sulfate proteoglycan 2,HSPG2,30.1,24.5,24.8
M3W0Q9,HtrA serine peptidase 1,HTRA1,22.5,17.1,17.9
M3WMB7,HtrA serine peptidase 3,HTRA3,19.5,18.9,19.7
M3VYS9,HtrA serine peptidase 4,HTRA4,20.5,14,13.6
A0A337SAA4,Hyaluronidase (EC 3.2.1.35),HYAL2,21.6,19.6,19.7
A0A5F5XBM7,Putative hydroxypyruvate isomerase (EC 5.3.1.22),HYI,22.6,21.1,21.2
A0A337SRM7,Intercellular adhesion molecule 1,ICAM1,22,22.1,22.3
M3WBF1,Intercellular adhesion molecule 1,ICAM1,23.3,22.4,22.5
A0A337SJL0,Intercellular adhesion molecule 2,ICAM2,24.1,20.7,20.8
A0A337SQM4,Inducible T cell costimulator ligand,ICOSLG,23.8,20.5,21.2
M3W1B8,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),IDH1,20.6,18.6,19.5
A0A337SJX9,Iduronate 2-sulfatase,IDS,20.6,15.4,16
A0A097HWG4,Alpha-L-iduronidase (EC 3.2.1.76),IDUA,21.3,18.3,18.5
M3WSA1,Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30),IFI30,27.1,20.2,20.3
A0A2I2UFF7,Interferon alpha inducible protein 6,IFI6,18.1,16.1,15.6
M3XFG7,Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Type I interferon receptor 1),IFNAR1,18.8,17.1,17.5
A0A2I2UIQ7,Insulin-like growth factor I (Somatomedin),IGF1,17,23,22.6
A0A2I2UMR3,Insulin-like growth factor II,IGF2,19.9,24,23.5
A0A5F5XQ21,Insulin like growth factor 2 receptor,IGF2R,24.5,24.1,24.2
M3VZ93,Insulin like growth factor 2 receptor,IGF2R,20.3,18.5,18.3
A0A337SDJ8,Insulin like growth factor binding protein acid labile subunit,IGFALS,24.2,26.9,26.9
M3W4L2,Insulin-like growth factor-binding protein 1,IGFBP1,26.3,20.8,20.9
A0A2I2UEZ6,Insulin-like growth factor-binding protein 2,IGFBP2,26.9,24,23.8
A0A2I2USR5,Insulin-like growth factor-binding protein 3,IGFBP3,24.8,27,26.8
A0A337RVY2,Insulin-like growth factor-binding protein 4,IGFBP4,19.4,21.3,21
A0A2I2UF06,Insulin-like growth factor-binding protein 5,IGFBP5,17.9,20.1,19.8
M3VUH9,Insulin like growth factor binding protein 6,IGFBP6,18.8,20.4,20.1
A0A2I2U3H1,Insulin like growth factor binding protein 7,IGFBP7,29.6,21.8,21.9
A0A337SLQ6,IGF like family receptor 1,IGFLR1,20.4,17.5,17.6
A0A2I2UAS8,IgLON family member 5,IGLON5,24.2,18.7,18.7
A0A2I2UBK6,Immunoglobulin superfamily member 5,IGSF5,20,18.6,17.5
A0A2I2U7U8,Immunoglobulin superfamily member 8,IGSF8,26.1,22.4,22.7
A0A2I2UF36,Interleukin 18 binding protein,IL18BP,25.9,18.6,18.8
A0A2I2UA72,Interleukin 1 receptor accessory protein,IL1RAP,26.3,25.9,26.1
A0A337SPR9,Interleukin-1,IL1RN,18.1,13.3,13.6
P41690,Interleukin-2 receptor subunit alpha (IL-2 receptor subunit alpha) (IL-2-RA) (IL-2R subunit alpha) (IL2-RA) (CD antigen CD25),IL2RA,21.8,17.9,17.5
A0A2I2U0A6,Interleukin-1,IL36RN,19,15.6,13.8
A0A337S2C8,Interleukin-4 receptor subunit alpha,IL4R,20.5,13.7,13.8
M3X8X7,Interleukin 6 receptor,IL6R,21.2,18.3,19.3
A0A337S1N7,Interleukin 6 cytokine family signal transducer,IL6ST,23.4,23.2,23.6
A0A5F5XF39,Interleukin 6 cytokine family signal transducer,IL6ST,19.3,17.1,16.8
A0A337S505,Interleukin 6 cytokine family signal transducer,IL6ST,20.1,18.2,18.4
M3VZN9,Interleukin 9 receptor,IL9R,16,10,10.2
M3W832,Integrator complex subunit 1,INTS1,20.7,22.3,22.3
M3XDA8,Integrator complex subunit 4,INTS4,17.5,18.3,18.9
A0A337SRV8,Interferon regulatory factor 2 binding protein like,IRF2BPL,16.5,10.6,10.9
M3X315,Immunoglobulin superfamily containing leucine rich repeat,ISLR,26.5,22.2,22.2
A0A5F5XEF9,Isthmin 1,ISM1,17.7,12.4,11.2
A0A2I2UAK7,IST1 homolog (Charged multivesicular body protein 8),IST1,25,22.1,23.5
A0A5F5Y493,Integrin alpha FG-GAP repeat containing 1,ITFG1,23.7,23.1,22.6
